parcel,parcelno,address,city,zip,homestead,justValue,assessedValue,taxableValue
141S192301000B0220,,E ST HWY 20,FREEPORT,32439,,287360,120529,0
141S192301000B0230,,E ST HWY 20,FREEPORT,32439,,288480,120999,0
141S192301000B0240,,E ST HWY 20,FREEPORT,32439,,287360,120529,0
141S192301000B0250,,E ST HWY 20,FREEPORT,32439,,288480,120999,0
141S192301000B0260,,E ST HWY 20,FREEPORT,32439,,287360,120529,0
141S192301000B0270,,842 E ST HWY 20,FREEPORT,32439,,288480,120999,0
141S192301000B0280,,842 E ST HWY 20 102,FREEPORT,32439,,288480,203983,203983
141S192301000B0290,,E ST HWY 20,FREEPORT,32439,,276800,159918,0
141S192301000A0000,,E ST HWY 20,FREEPORT,32439,,0,0,0
141S192301000A0010,,E ST HWY 20,FREEPORT,32439,,190632,190632,0
353S18160680230060,,5 W SPANISH TOWN CT,INLET BEACH,32461,,5462866,5419197,5419197
353S18160680230100,,28 W SPANISH TOWN CT,INLET BEACH,32461,H,8060441,8060441,8009719
353S181606800000A0,,10440 W SPANISH TOWN CT,INLET BEACH,32461,,0,0,0
353S181607000B0110,,160 GEOFF WILDER LN,INLET BEACH,32461,,5338123,4076416,4076416
023S203468000000A0,,COASTAL GROVE WAY,SANTA ROSA BEACH,32459,,0,0,0
023S20346800000010,,29 COASTAL GROVE WAY 1,SANTA ROSA BEACH,32459,,925034,580913,580913
023S20346800000020,,29 COASTAL GROVE WAY 2,SANTA ROSA BEACH,32459,,925034,925034,925034
023S20346800000030,,29 COASTAL GROVE WAY 3,SANTA ROSA BEACH,32459,O,925034,446136,395414
023S20346800000040,,43 COASTAL GROVE WAY 4,SANTA ROSA BEACH,32459,,925034,925034,925034
023S20346800000050,,43 COASTAL GROVE WAY 5,SANTA ROSA BEACH,32459,,925034,925034,925034
023S20346800000060,,43 COASTAL GROVE WAY 6,SANTA ROSA BEACH,32459,,925034,580913,580913
023S20346800000100,,44 COASTAL GROVE WAY 10,SANTA ROSA BEACH,32459,,925034,580913,580913
023S20346800000090,,44 COASTAL GROVE WAY 9,SANTA ROSA BEACH,32459,,925034,925034,925034
023S20346800000080,,44 COASTAL GROVE WAY 8,SANTA ROSA BEACH,32459,,925034,925034,925034
023S20346800000070,,44 COASTAL GROVE WAY 7,SANTA ROSA BEACH,32459,,925034,580913,580913
023S20346800000130,,12 COASTAL GROVE DR C,SANTA ROSA BEACH,32459,H,925034,446136,395414
023S20346800000120,,12 COASTAL GROVE DR B,SANTA ROSA BEACH,32459,,925034,580913,580913
023S20346800000110,,12 COASTAL GROVE DR A,SANTA ROSA BEACH,32459,,925034,925034,925034
153S19256000000010,,2488 E CO HWY 30A,SANTA ROSA BEACH,32459,H,10300711,8952687,8901965
243S192586000000B0,,94 EASTERN LAKE RD B,SANTA ROSA BEACH,32459,,932367,425690,425690
243S19258600000000,,EASTERN LAKE RD,SANTA ROSA BEACH,32459,,0,0,0
243S192586000000A0,,94 EASTERN LAKE RD A,SANTA ROSA BEACH,32459,,932367,400845,400845
363S18161130000020,,POMPANO ST,INLET BEACH,32461,,1418556,1418556,1418556
363S18161130000010,,211 POMPANO ST,INLET BEACH,32461,,0,0,0
363S18161130000040,,34 E-SCAPE DR,INLET BEACH,32461,,6674795,6179018,6179018
363S18161130000030,,24 E-SCAPE DR,INLET BEACH,32461,,6704146,6704146,6704146
351N19170110010030,,48 COMMERCE LN 3-1,FREEPORT,32439,,84974,29581,29581
351N19170110010040,,48 COMMERCE LN 4-1,FREEPORT,32439,,85838,29581,29581
351N19170110010010,,48 COMMERCE LN 1-1,FREEPORT,32439,,107617,99549,99549
351N19170110010050,,48 COMMERCE LN 5-1,FREEPORT,32439,,85838,29581,29581
351N19170110020040,,48 COMMERCE LN 4-2,FREEPORT,32439,,102103,95192,95192
243S19251850000230,,42 SUGAR SAND LN,SANTA ROSA BEACH,32459,,1176716,1001129,1001129
243S19251850000240,,50 SUGAR SAND LN,SANTA ROSA BEACH,32459,,1156532,983731,983731
243S19251850000140,,77 SANDALWOOD DR,SANTA ROSA BEACH,32459,,1369433,1369433,1369433
243S19251850000160,,43 SANDALWOOD DR,SANTA ROSA BEACH,32459,,1284434,1110124,1110124
243S19251850000150,,55 SANDALWOOD DR,SANTA ROSA BEACH,32459,,1321819,1138521,1138521
243S192518500A0000,,,SANTA ROSA BEACH,32459,,0,0,0
243S19250200000050,,43 JOANNA DR,SANTA ROSA BEACH,32459,,931419,813599,813599
243S19251200000100,,10 SUGAR SAND LN,SANTA ROSA BEACH,32459,,715760,370189,370189
243S19258200000110,,69 SAWGRASS LN,SANTA ROSA BEACH,32459,,862370,862370,862370
331S18140000030011,,,FREEPORT,32439,,78000,1620,1620
192S19240900000182,,1745 J D MILLER RD,SANTA ROSA BEACH,32459,O,241926,147621,96899
192S19240900000181,,1755 J D MILLER RD,SANTA ROSA BEACH,32459,,200414,158158,158158
304N21380000010160,,655 HOLLY TREE LN,CRESTVIEW,32539,W,60397,46395,21395
304N21380000010200,,591 HOLLY TREE LN,CRESTVIEW,32539,O,194004,118393,0
163N20280600500180,,11 E LARKSPUR AVE,DEFUNIAK SPRINGS,32433,H,267021,165468,114746
012N20270000040060,,245 OGLESBY RD,DEFUNIAK SPRINGS,32435,O,85586,57778,15000
123N20280100000400,,50 HURRICANE DR,DEFUNIAK SPRINGS,32433,O,38783,22243,0
173N20280800260060,,73 ARBOUR ST,DEFUNIAK SPRINGS,32433,,121043,74465,74465
022S19241310001350,,268 PALMETTO AVE,FREEPORT,32439,,240107,200911,200911
343N19190400000320,,96 COUNTRY MANOR RD,DEFUNIAK SPRINGS,32435,O,242230,163654,112932
163N19197650090130,,214 PHIL HARRIS DR,DEFUNIAK SPRINGS,32433,O,225425,118490,12768
011S20320000070010,,738 SITE C-6 RD,FREEPORT,32439,H,181324,121863,71141
175N18120000070020,,2825 OTTER POND RD,WESTVILLE,32464,O,121016,84392,0
063N19197700000034,,157 BASS DR,DEFUNIAK SPRINGS,32433,H,174170,132799,77077
352N19180000010080,,EDGEWOOD CIR,DEFUNIAK SPRINGS,32435,,153725,3193,3193
193N191976800V0550,,162 COMMERCE CIR,DEFUNIAK SPRINGS,32433,,42642,12550,12550
193N191976800V0560,,188 COMMERCE CIR,DEFUNIAK SPRINGS,32433,,44489,44489,44489
193N191976800V044F,,W RENOIR RD,DEFUNIAK SPRINGS,32433,,21000,9043,9043
193N191976800V044G,,W RENOIR RD,DEFUNIAK SPRINGS,32433,,21000,9043,0
193N191976800V044H,,W RENOIR RD,DEFUNIAK SPRINGS,32433,,21000,9043,0
073N21370000010090,,173 W T HULION RD,CRESTVIEW,32539,H,231791,153254,97532
055N19210000030000,,811 PEN WILLIAMS RD,DEFUNIAK SPRINGS,32433,,56477,19456,19456
101S1814000002001A,,315 DON GRAFF RD,FREEPORT,32439,O,177321,177321,126599
101S18140000020011,,,FREEPORT,32439,,169000,2454,2454
101S18140000020410,,355 DON GRAFF RD,FREEPORT,32439,,318466,227047,227047
101S18140000010000,,500 CREEKWOOD KENNEL LN,FREEPORT,32439,H,598866,213407,162685
042N19180000150030,,CHESSER RD,DEFUNIAK SPRINGS,32435,,259662,6123,6123
301S18140000010070,,JOYCE RD,FREEPORT,32439,,78000,950,950
291S18140000020000,,JOYCE RD,FREEPORT,32439,,120120,1328,1328
301S18140000010000,,,FREEPORT,32439,,419500,419500,419500
291S18140000020020,,JOYCE RD,FREEPORT,32439,,78000,755,755
101N18080000160120,,5729 ROCK HILL RD,PONCE DE LEON,32455,,211819,211819,211819
101N18080000160110,,5653 ROCK HILL RD,PONCE DE LEON,32455,O,158809,158809,108087
142S20331700000040,,103 NIKKI CIR,SANTA ROSA BEACH,32459,,63250,38629,38629
142S20331700000050,,141 NIKKI CIR,SANTA ROSA BEACH,32459,H,141854,72217,25000
142S20331700000030,,79 NIKKI CIR,SANTA ROSA BEACH,32459,,79638,66687,66687
153N21370000010070,,328 O'SAGE DR,DEFUNIAK SPRINGS,32433,H,71477,47836,22836
153N21370000010370,,264 O'SAGE DR,DEFUNIAK SPRINGS,32433,H,87756,68678,25000
153N21370000010071,,330 O'SAGE DR,DEFUNIAK SPRINGS,32433,,90432,81977,81977
051S17070000310010,,146 B H REDDICK RD,PONCE DE LEON,32455,O,38494,18278,0
191S203205000A0110,,W ST HWY 20,FREEPORT,32439,,22500,22500,22500
281S214106000B0080,,315 JUNIPER DR,FREEPORT,32439,,119341,78712,78712
281S214106000B0090,,333 JUNIPER DR,FREEPORT,32439,O,73306,73306,25000
231N19170000010000,,S US HWY 331,DEFUNIAK SPRINGS,32435,,1145,1145,0
141N19170000030000,,S US HWY 331,DEFUNIAK SPRINGS,32435,,195000,2850,2850
141N19170000020010,,S US HWY 331,DEFUNIAK SPRINGS,32435,,1873,1873,0
261N19170000020000,,331 BUSINESS,FREEPORT,32439,,1908000,708644,0
351N19170000010060,,,FREEPORT,32439,,80850,80850,80850
141S19230000120033,,,FREEPORT,32439,,37114,890,0
141S19230000120034,,77 BRECKYN LOOP,FREEPORT,32439,,111500,110100,0
111S19230000010030,,,FREEPORT,32439,,40913,40913,0
021S19230000010000,,S US HWY 331,FREEPORT,32439,,2056600,363883,363883
021S19230000010020,,S US HWY 331,FREEPORT,32439,,16510,16510,0
351N19170000010040,,,FREEPORT,32439,,628,628,628
253N19190700015616,,425 DORSEY AVE,DEFUNIAK SPRINGS,32435,O,43868,23672,0
253N19190700015613,,389 DORSEY AVE,DEFUNIAK SPRINGS,32435,,765191,160832,0
272N18090000110030,,1125 WALTON BRIDGE RD,PONCE DE LEON,32455,H,308208,120817,90817
272N18090000110010,,1068 WALTON BRIDGE RD,PONCE DE LEON,32455,O,140863,71352,0
272N18090000090010,,WALTON BRIDGE RD,PONCE DE LEON,32455,,144875,9858,9858
022N19180000340000,,449 CORBETT DR,DEFUNIAK SPRINGS,32435,,244544,165462,165462
022N19180000340040,,CORBETT DR,DEFUNIAK SPRINGS,32435,,27968,27968,27968
364N20290000220016,,130 AMANDA LN,DEFUNIAK SPRINGS,32433,O,56043,20761,0
364N20290000220011,,,DEFUNIAK SPRINGS,32433,,6250,2087,2087
364N20290000220010,,AMANDA LN,DEFUNIAK SPRINGS,32433,,31125,5936,5936
364N20290000220023,,,DEFUNIAK SPRINGS,32433,,31500,8312,8312
243S192547000B0060,,52 N RYAN ST,SANTA ROSA BEACH,32459,,895276,728484,728484
273N19194200000567,,ALSWEED RD,DEFUNIAK SPRINGS,32433,,15000,15000,15000
273N19194200000581,,159 NOWLING DR,DEFUNIAK SPRINGS,32433,O,53962,36063,0
153N19190000130000,,558 JUNIPER LAKE RD,DEFUNIAK SPRINGS,32433,O,90599,40137,0
153N19190000130010,,580 JUNIPER LAKE RD,DEFUNIAK SPRINGS,32433,,4386,4386,4386
153N19190000120000,,616 JUNIPER LAKE RD,DEFUNIAK SPRINGS,32433,O,227508,89299,0
213N19190100020050,,AERO DR,DEFUNIAK SPRINGS,32433,,12000,12000,12000
213N19190100020060,,146 AERO DR,DEFUNIAK SPRINGS,32433,O,143437,143437,0
213N19190100020290,,305 TWIN LAKES DR,DEFUNIAK SPRINGS,32433,,23750,14269,14269
094N19200000030010,,,DEFUNIAK SPRINGS,32433,,156000,4872,4872
044N19200000080010,,800 ALMA RD,DEFUNIAK SPRINGS,32433,,238753,72220,72220
326N19220000060020,,1205 W CO HWY 181,DEFUNIAK SPRINGS,32433,O,286696,195774,145052
203N18100000240000,,833 OLD AIRPORT RD,DEFUNIAK SPRINGS,32433,H,437626,98190,47468
152N17050000050020,,37 CARTER LN,PONCE DE LEON,32455,W,185653,147207,96485
152N17050000060000,,8704 ST HWY 81,PONCE DE LEON,32455,,449010,61391,61391
152N17050000070000,,8760 ST HWY 81,PONCE DE LEON,32455,H,265891,242390,191668
222N17050000020030,,,PONCE DE LEON,32455,,156000,3800,3800
222N17050000100000,,,PONCE DE LEON,32455,,176106,6716,6716
152N17050000080000,,9118 ST HWY 81,PONCE DE LEON,32455,,240554,26230,26230
152N17050000070010,,ST HWY 81,PONCE DE LEON,32455,,102700,2133,2133
152N17050000070020,,ST HWY 81,PONCE DE LEON,32455,,133250,2768,2768
152N17050000070030,,ST HWY 81,PONCE DE LEON,32455,,185250,3848,3848
273N19195800000142,,W US HWY 90,DEFUNIAK SPRINGS,32433,,1805951,839875,839875
273N19195800000143,,W US HWY 90,DEFUNIAK SPRINGS,32433,,398259,200037,200037
163N19190000080160,,ANDY NOWLING RD,DEFUNIAK SPRINGS,32433,,115245,2407,2407
163N19190000080000,,1233 N US HWY 331,DEFUNIAK SPRINGS,32433,,138429,25058,25058
163N19190000080000,,1233 N US HWY 331,DEFUNIAK SPRINGS,32433,,138429,25058,25058
163N19190000080120,,63 GATEWOOD TRL,DEFUNIAK SPRINGS,32433,O,144202,97640,46918
323N19190000090010,,307 MITCHEM RD,DEFUNIAK SPRINGS,32435,H,174337,110365,0
293N19190000180000,,293 LOCKLEAR LN,DEFUNIAK SPRINGS,32435,H,218598,27934,0
293N19190000180010,,170 LOCKLEAR LN,DEFUNIAK SPRINGS,32435,O,45159,34737,9737
195N20300000030130,,16169 N US HWY 331,DEFUNIAK SPRINGS,32433,W,36005,29502,16320
195N20300000030140,,125 S SUTTLES DR,DEFUNIAK SPRINGS,32433,,115341,115341,115341
195N20300000030150,,S SUTTLES DR,DEFUNIAK SPRINGS,32433,,30480,13955,13955
195N20300000040000,,,DEFUNIAK SPRINGS,32433,,58140,5918,5918
195N20300000030010,,16151 N US HWY 331,DEFUNIAK SPRINGS,32433,W,221129,36220,11220
294N21380000010053,,E BURNIS RD,CRESTVIEW,32539,,34925,15668,15668
294N21380000010170,,3092 RICHARDSON RD,CRESTVIEW,32539,H,139138,87165,36443
213N21370100000060,,57 RICHARDS LN,DEFUNIAK SPRINGS,32433,,26585,17761,17761
213N21370100000061,,201 RIO RANCHERO RD,DEFUNIAK SPRINGS,32433,H,108673,62718,20000
213N21370100000062,,57 B RICHARDS LN,DEFUNIAK SPRINGS,32433,,18350,8572,8572
092N17050000320000,,ST HWY 81,PONCE DE LEON,32455,,85600,31793,31793
316N18130000060020,,BECK BRIDGE RD,WESTVILLE,32464,,120000,120000,120000
316N18130000050020,,E CO HWY 181,WESTVILLE,32464,,30500,16369,16369
326N18130000020000,,,WESTVILLE,32464,,78000,1155,1155
326N18130000020020,,,WESTVILLE,32464,,22500,22500,22500
326N18130000020030,,,WESTVILLE,32464,,78000,725,725
296N18130000060040,,1342 OAK GROVE RD,WESTVILLE,32464,W,310534,90464,34742
296N18130000050020,,OAK GROVE RD,WESTVILLE,32464,,62976,35507,35507
134N19200000170000,,2185 CO HWY 183B,DEFUNIAK SPRINGS,32433,,51908,46171,46171
233N19190000020060,,355 SPRADLIN RD,DEFUNIAK SPRINGS,32433,O,152556,116634,60912
143N19190000020011,,635 SPRADLIN RD,DEFUNIAK SPRINGS,32433,H,226902,108974,53252
143N19190000020013,,313 SPRADLIN RD,DEFUNIAK SPRINGS,32433,,149967,149967,149967
193N191976800S0110,,76 MILLERS WAY,DEFUNIAK SPRINGS,32433,H,147522,96821,46099
173N18100230050010,,,DEFUNIAK SPRINGS,32433,,25000,4026,4026
173N18100230050170,,,DEFUNIAK SPRINGS,32433,,2000,322,322
173N18100230050190,,,DEFUNIAK SPRINGS,32433,,2000,322,322
173N18100230050210,,,DEFUNIAK SPRINGS,32433,,1000,161,161
173N18100230050230,,,DEFUNIAK SPRINGS,32433,,8000,1288,1288
173N18100230050230,,,DEFUNIAK SPRINGS,32433,,8000,1288,1288
173N18100230050220,,,DEFUNIAK SPRINGS,32433,,10000,1867,1867
173N18100230050220,,,DEFUNIAK SPRINGS,32433,,10000,1867,1867
173N18100230050230,,,DEFUNIAK SPRINGS,32433,,8000,1288,1288
173N18100230050230,,,DEFUNIAK SPRINGS,32433,,8000,1288,1288
173N18100230050220,,,DEFUNIAK SPRINGS,32433,,10000,1867,1867
173N18100230050260,,,DEFUNIAK SPRINGS,32433,,1000,161,161
173N18100230050230,,,DEFUNIAK SPRINGS,32433,,8000,1288,1288
173N18100230050220,,,DEFUNIAK SPRINGS,32433,,10000,1867,1867
173N18100230050220,,,DEFUNIAK SPRINGS,32433,,10000,1867,1867
173N18100230050270,,,DEFUNIAK SPRINGS,32433,,1000,161,161
173N18100230050230,,,DEFUNIAK SPRINGS,32433,,8000,1288,1288
214N20290000040110,,322 ROCKMAN LN,DEFUNIAK SPRINGS,32433,,118251,109757,109757
214N20290000040270,,109 DEER TRL,DEFUNIAK SPRINGS,32433,,67115,57752,57752
214N20290000040240,,482 ROCKMAN LN,DEFUNIAK SPRINGS,32433,,218721,210111,210111
214N20290000040140,,470 ROCKMAN LN,DEFUNIAK SPRINGS,32433,,30800,21747,21747
214N20290000040150,,247 DEER TRL,DEFUNIAK SPRINGS,32433,,165510,77703,77703
214N20290000040130,,329 DEER TRL,DEFUNIAK SPRINGS,32433,H,135920,51147,25000
284N20290000380020,,,DEFUNIAK SPRINGS,32433,,7500,804,804
214N20290000040060,,DEER TRL,DEFUNIAK SPRINGS,32433,,78306,69703,0
284N20290000050460,,,DEFUNIAK SPRINGS,32433,,7500,5397,5397
214N20290000040000,,183 DEER TRL,DEFUNIAK SPRINGS,32433,O,117248,18455,3704
214N20290000040120,,ROCKMAN LN,DEFUNIAK SPRINGS,32433,,30000,17715,17715
214N20290000040290,,100 ROCKMAN LN,DEFUNIAK SPRINGS,32433,,79470,65170,65170
214N20290000040280,,170 DEER TRL,DEFUNIAK SPRINGS,32433,,30400,20881,20881
214N20290000040090,,869 WYCKOFF RD,DEFUNIAK SPRINGS,32433,,40561,26919,26919
163N20280600460150,,226 E CYPRESS AVE,DEFUNIAK SPRINGS,32433,,130703,130703,130703
163N20280600460370,,E ROYAL PALM AVE,DEFUNIAK SPRINGS,32433,,10500,3942,3942
163N20280600460160,,E CYPRESS AVE,DEFUNIAK SPRINGS,32433,,10500,3942,3942
163N20280600460360,,E ROYAL PALM AVE,DEFUNIAK SPRINGS,32433,,10500,3942,3942
222S20331200910100,,16TH ST,SANTA ROSA BEACH,32459,,85500,85500,85500
222S20331200910120,,,SANTA ROSA BEACH,32459,,31500,18902,18902
175N18120000050000,,E ST HWY 2,WESTVILLE,32464,,250560,22300,22300
131S20320000240010,,356 WHITFIELD RD,FREEPORT,32439,,657788,657788,657788
231S19230000010080,,US HWY 331,FREEPORT,32439,,78478,77558,77558
231S19230000010070,,,FREEPORT,32439,,270000,270000,270000
231S19230000010090,,16809 S US HWY 331,FREEPORT,32439,,1976493,1976493,1976493
231S19230000010021,,16767 S US HWY 331,FREEPORT,32439,,262500,262500,262500
231S19230000010110,,S US HWY 331,FREEPORT,32439,,270000,58462,58462
221S19230300000730,,17290 S US HWY 331,FREEPORT,32439,H,513603,347605,296883
221S19230300000910,,17192 S US HWY 331,FREEPORT,32439,,565849,170311,170311
221S19230300000750,,,FREEPORT,32439,,38112,22941,22941
221S19230000200000,,S US HWY 331,FREEPORT,32439,,211838,10906,10906
233N213708000A0000,,256 MICHAELMAS CIR,DEFUNIAK SPRINGS,32433,,8475,8475,8475
233N213708000A0050,,MICHAELMAS CIR,DEFUNIAK SPRINGS,32433,,8075,8075,8075
075N18120000020070,,1572 MATHEWS RD,DEFUNIAK SPRINGS,32433,W,32836,22374,0
075N18120000030000,,MATHEWS RD,WESTVILLE,32464,,273536,14203,14203
075N21390000040000,,103 ANICE LN,LAUREL HILL,32567,,76195,67068,67068
243N19190000090030,,1120 OLD LANDFILL RD,DEFUNIAK SPRINGS,32433,,27378,27378,27378
233N19190000020010,,985 OLD LANDFILL RD,DEFUNIAK SPRINGS,32433,,93300,11248,11248
243N19190000090010,,1118 OLD LANDFILL RD,DEFUNIAK SPRINGS,32433,O,21690,16371,0
243N19190000040021,,1126 OLD LANDFILL RD,DEFUNIAK SPRINGS,32433,O,135063,87268,48902
362S19240000150030,,695 OLD FERRY RD,SANTA ROSA BEACH,32459,,14175,14175,14175
362S19240000150020,,673 OLD FERRY RD,SANTA ROSA BEACH,32459,H,645967,276912,226190
192S18150100004320,,BOONIE LN,VERNON,32462,,2833,2833,2833
283N18100000360010,,860 GOODWIN RD,DEFUNIAK SPRINGS,32433,,12500,4590,4590
333N18100000160000,,,DEFUNIAK SPRINGS,32435,,16650,5592,5592
333N18100000160000,,,DEFUNIAK SPRINGS,32435,,16650,5592,5592
333N18100000110000,,,DEFUNIAK SPRINGS,32435,,10000,1242,1242
333N18100000140000,,52 6TH ST,DEFUNIAK SPRINGS,32435,O,97337,68147,20000
333N18100000150000,,GOODWIN RD,DEFUNIAK SPRINGS,32435,,10000,2485,2485
333N18100000120000,,888 GOODWIN RD,DEFUNIAK SPRINGS,32435,O,72955,36519,11519
072N18090000020000,,1243 MCCALL DAIRY RD,DEFUNIAK SPRINGS,32435,W,61375,55401,0
082N18090000060000,,E CO HWY 280,DEFUNIAK SPRINGS,32435,,11098,5845,5845
072N18090000020010,,3400 E CO HWY 280,DEFUNIAK SPRINGS,32435,,30951,20773,20773
243S19250000030041,,20 BROWN ST,SANTA ROSA BEACH,32459,,2156625,2156625,2156625
243S19250000030040,,335 EASTERN LAKE RD,SANTA ROSA BEACH,32459,,2330412,2184629,2184629
243S19250800000150,,46 BROWN ST,SANTA ROSA BEACH,32459,,1865343,1400476,1400476
163N20280600550160,,71 E ORANGE BLOSSOM AVE,DEFUNIAK SPRINGS,32433,O,19367,6167,0
163N20280600550170,,93 E ORANGE BLOSSOM AVE,DEFUNIAK SPRINGS,32433,,16600,6520,6520
273S181661000A0401,,8638 E CO HWY 30A A-401,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000A0302,,8638 E CO HWY 30A A-302,INLET BEACH,32461,,1306277,1241897,1241897
273S181661000A0301,,8638 E CO HWY 30A A-301,INLET BEACH,32461,,1371051,1371051,1371051
273S181661000B0402,,8638 E CO HWY 30A B-402,INLET BEACH,32461,,1306277,1241897,1241897
273S181661000A0202,,8638 E CO HWY 30A A-202,INLET BEACH,32461,,1306277,1241897,1241897
273S181661000B0401,,8638 E CO HWY 30A B-401,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000A0201,,8638 E CO HWY 30A A-201,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000B0302,,8638 E CO HWY 30A B-302,INLET BEACH,32461,,1306277,1241897,1241897
273S181661000A0102,,8638 E CO HWY 30A A-102,INLET BEACH,32461,,1197421,1138405,1138405
273S181661000C0402,,8638 E CO HWY 30A C-402,INLET BEACH,32461,,1306277,1241897,1241897
273S181661000B0301,,8638 E CO HWY 30A B-301,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000A0101,,8638 E CO HWY 30A A-101,INLET BEACH,32461,,1256797,1194854,1194854
273S181661000C0401,,8638 E CO HWY 30A C-401,INLET BEACH,32461,,1371051,1371051,1371051
273S181661000B0202,,8638 E CO HWY 30A B-202,INLET BEACH,32461,,1306277,1306277,1306277
273S181661000C0302,,8638 E CO HWY 30A C-302,INLET BEACH,32461,,1306277,1241897,1241897
273S181661000B0201,,8638 E CO HWY 30A B-201,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000C0301,,8638 E CO HWY 30A C-301,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000B0102,,8638 E CO HWY 30A B-102,INLET BEACH,32461,,1197421,1138405,1138405
273S181661000C0202,,8638 E CO HWY 30A C-202,INLET BEACH,32461,,1698160,1698160,1698160
273S181661000B0101,,8638 E CO HWY 30A B-101,INLET BEACH,32461,,1256797,1194854,1194854
273S181661000C0201,,8638 E CO HWY 30A C-201,INLET BEACH,32461,,1371051,1303477,1303477
273S181661000C0102,,8638 E CO HWY 30A C-102,INLET BEACH,32461,,1197421,1138405,1138405
273S181661000C0101,,8638 E CO HWY 30A C-101,INLET BEACH,32461,,1256797,1256797,1256797
273S181661000A00A0,,E CO HWY 30A,INLET BEACH,32461,,0,0,0
273S181661000A0402,,8638 E CO HWY 30A A-402,INLET BEACH,32461,,1306277,1241897,1241897
273S18166000000320,,8600 E CO HWY 30A 320,INLET BEACH,32461,H,1113158,779317,728595
273S18166000000330,,8600 E CO HWY 30A 330,INLET BEACH,32461,,1105650,1088675,1088675
273S18166000000340,,8600 E CO HWY 30A 340,INLET BEACH,32461,,1113158,1096067,1096067
273S18166000000350,,8600 E CO HWY 30A 350,INLET BEACH,32461,,1115205,1098085,1098085
273S18166000000410,,8600 E CO HWY 30A 410,INLET BEACH,32461,,1334970,1334970,1334970
273S18166000000420,,8600 E CO HWY 30A 420,INLET BEACH,32461,,1332923,1312459,1312459
273S18166000000110,,8600 E CO HWY 30A 110,INLET BEACH,32461,,1115205,1098085,1098085
273S18166000000430,,8600 E CO HWY 30A 430,INLET BEACH,32461,,1325415,1305067,1305067
273S18166000000120,,8600 E CO HWY 30A 120,INLET BEACH,32461,,1113158,1096067,1096067
273S18166000000440,,8600 E CO HWY 30A 440,INLET BEACH,32461,,1332923,1312459,1312459
273S18166000000130,,8600 E CO HWY 30A 130,INLET BEACH,32461,,1105650,1088675,1088675
273S18166000000450,,8600 E CO HWY 30A 450,INLET BEACH,32461,,1332923,1332923,1332923
273S18166000000140,,8600 E CO HWY 30A 140,INLET BEACH,32461,,1113158,1096067,1096067
273S18166000000150,,8600 E CO HWY 30A 150,INLET BEACH,32461,,1115205,1115205,1115205
273S18166000000210,,8600 E CO HWY 30A 210,INLET BEACH,32461,,1115205,1098085,1098085
273S18166000000220,,8600 E CO HWY 30A 220,INLET BEACH,32461,,1113158,1096067,1096067
273S18166000000230,,8600 E CO HWY 30A 230,INLET BEACH,32461,,1105650,1105650,1105650
273S18166000000240,,8600 E CO HWY 30A 240,INLET BEACH,32461,,1113158,1113158,1113158
273S18166000000250,,8600 E CO HWY 30A 250,INLET BEACH,32461,,1115205,1098085,1098085
273S18166000000310,,8600 E CO HWY 30A 310,INLET BEACH,32461,,1115205,1098085,1098085
342S214260000000A0,,,MIRAMAR BEACH,32550,,117438,117438,117438
342S214200000100A0,,,MIRAMAR BEACH,32550,,0,0,0
256N20310000020000,,3648 W CO HWY 181,DEFUNIAK SPRINGS,32433,O,412871,128312,77590
293N17060000050070,,RUPERT RAY RD,PONCE DE LEON,32455,,3794,3794,3794
293N17060000100010,,1698 CROOKED CREEK RD,PONCE DE LEON,32455,O,133051,95444,44722
294N21380000010350,,396 W BURNIS RD,CRESTVIEW,32539,,61891,61891,61891
294N21380000010041,,HOLLY TREE LN,CRESTVIEW,32539,,124044,5552,5552
294N21380000010360,,W BURNIS RD,CRESTVIEW,32539,,45390,30101,30101
055N18120000050000,,5253 E CO HWY 181,WESTVILLE,32464,,121978,113312,113312
085N18120000120000,,5434 E CO HWY 181,WESTVILLE,32464,,250667,119363,119363
055N18120000010000,,COOK RD,WESTVILLE,32464,,795300,44116,44116
055N18120000050050,,E CO HWY 181,WESTVILLE,32464,,99000,44569,44569
085N18120000120000,,5434 E CO HWY 181,WESTVILLE,32464,,250667,119363,119363
075N18120000010010,,,WESTVILLE,32464,,156000,5400,5400
305N20300000100010,,14477 N US HWY 331,DEFUNIAK SPRINGS,32433,,435647,302420,302420
093N17060000100000,,PERVY CAMPBELL RD,PONCE DE LEON,32455,,198000,12150,12150
093N17060000100000,,PERVY CAMPBELL RD,PONCE DE LEON,32455,,198000,12150,12150
093N17060000030030,,601 PERVY CAMPBELL RD,PONCE DE LEON,32455,W,37219,18447,13665
093N17060000030030,,601 PERVY CAMPBELL RD,PONCE DE LEON,32455,W,37219,18447,13665
065N20300000110012,,N CO HWY 285,DEFUNIAK SPRINGS,32433,,60000,540,540
065N20300000110010,,620 N CO HWY 285,DEFUNIAK SPRINGS,32433,,55469,44493,44493
